alpha,run_idx,algorithm,nue,sq_error,rel_sq_error,rmse,elapsed_sec
0.5,2,OFA_fixed,3500,0.2030229179854619,0.00044663478028864322,0.071243055448489495,23.2986
0.5,2,OFA_fixed,4000,0.18908589145738872,0.00041597439552514226,0.068754252860711948,23.2986
0.5,2,OFA_fixed,4500,0.17526317670212035,0.00038556548785613736,0.066193499813448534,23.2986
0.5,2,OFA_fixed,5000,0.15886075268905767,0.00034948141854037657,0.063019987442290412,23.2986
0.5,3,EaseSHAP_boundary_size_player,500,0.38966798857682949,0.0008572395579300678,0.098700049211845567,35.0221
0.5,3,EaseSHAP_boundary_size_player,1000,0.054845310216257395,0.00012065545762697935,0.037028809802725708,35.0221
0.5,3,EaseSHAP_boundary_size_player,1500,0.06388128955754982,0.00014053391611746295,0.039962885768406974,35.0221
0.5,3,EaseSHAP_boundary_size_player,2000,0.045966699437993176,0.00010112319785272874,0.033899372943313112,35.0221
0.5,3,EaseSHAP_boundary_size_player,2500,0.04272186316721141,9.3984808013523413e-05,0.032680981918851292,35.0221
0.5,3,EaseSHAP_boundary_size_player,3000,0.030566173680691977,6.72432275213282e-05,0.027643341730284696,35.0221
0.5,3,EaseSHAP_boundary_size_player,3500,0.025600012779881422,5.6318056093290682e-05,0.02529822759596086,35.0221
0.5,3,EaseSHAP_boundary_size_player,4000,0.029205455118629847,6.424975150378413e-05,0.027021035841835267,35.0221
0.5,3,EaseSHAP_boundary_size_player,4500,0.029112785991994475,6.404588656368267e-05,0.026978132807884643,35.0221
0.5,3,EaseSHAP_boundary_size_player,5000,0.027059138879601062,5.9528021113143138e-05,0.026009199756817328,35.0221
0.5,3,OFA_fixed,500,1.2156515173757929,0.0026743396940515497,0.17433097238986198,23.0774
0.5,3,OFA_fixed,1000,0.73517439641592464,0.0016173270400959129,0.13557049793520018,23.0774
0.5,3,OFA_fixed,1500,0.38574811057890807,0.00084861612829102923,0.098202356206318703,23.0774
0.5,3,OFA_fixed,2000,0.27090732151163915,0.00059597523876885722,0.082296312419153861,23.0774
0.5,3,OFA_fixed,2500,0.2492783271444601,0.00054839311728767024,0.078942752540125574,23.0774
0.5,3,OFA_fixed,3000,0.23011934005255413,0.00050624482154226508,0.07584842451438166,23.0774
0.5,3,OFA_fixed,3500,0.19986692260395844,0.00043969183356225094,0.070687149221757159,23.0774
0.5,3,OFA_fixed,4000,0.18145737698914155,0.00039919225133539969,0.067353058020616544,23.0774
0.5,3,OFA_fixed,4500,0.16297536626760772,0.00035853325145590966,0.063830902834678696,23.0774
0.5,3,OFA_fixed,5000,0.15212834318594576,0.00033467063624509461,0.061670159555887671,23.0774
0.5,4,EaseSHAP_boundary_size_player,500,0.63410579471513184,0.0013949839018796333,0.12590728679420543,34.0633
0.5,4,EaseSHAP_boundary_size_player,1000,0.32739220195646124,0.00072023762459916003,0.090469912395843136,34.0633
0.5,4,EaseSHAP_boundary_size_player,1500,0.19858872853233048,0.00043687990506662819,0.070460756547941358,34.0633
0.5,4,EaseSHAP_boundary_size_player,2000,0.099532519797059932,0.00021896387635566449,0.049882993042985081,34.0633
0.5,4,EaseSHAP_boundary_size_player,2500,0.074749803462561173,0.0001644438094841636,0.043228984334171321,34.0633
0.5,4,EaseSHAP_boundary_size_player,3000,0.071128270385135361,0.00015647671568808314,0.042168788927693719,34.0633
0.5,4,EaseSHAP_boundary_size_player,3500,0.061217734015974662,0.00013467429910524363,0.03912088125795949,34.0633
0.5,4,EaseSHAP_boundary_size_player,4000,0.055390355128414941,0.00012185451444777807,0.03721234846405657,34.0633
0.5,4,EaseSHAP_boundary_size_player,4500,0.049078502567388556,0.0001079689250287047,0.035028025410872278,34.0633
0.5,4,EaseSHAP_boundary_size_player,5000,0.042243454576204022,9.2932345966120062e-05,0.032497482431799243,34.0633
0.5,4,OFA_fixed,500,1.0551698079892022,0.0023212922956422802,0.16241688705220911,23.142
0.5,4,OFA_fixed,1000,0.70930438276352203,0.0015604150028818069,0.13316384482692006,23.142
0.5,4,OFA_fixed,1500,0.41011870889519697,0.00090222956726878007,0.10125693913199196,23.142
0.5,4,OFA_fixed,2000,0.31916060265454588,0.00070212874023223174,0.089325332724617637,23.142
0.5,4,OFA_fixed,2500,0.23203215626679902,0.00051045286986537612,0.076163008781625588,23.142
0.5,4,OFA_fixed,3000,0.18980835038833677,0.00041756374952070773,0.068885475680352387,23.142
0.5,4,OFA_fixed,3500,0.17391727356371653,0.0003826046046293785,0.065938849239980765,23.142
0.5,4,OFA_fixed,4000,0.13815694521254848,0.00030393463694958488,0.058770091290670221,23.142
0.5,4,OFA_fixed,4500,0.12315157026287014,0.00027092396795566268,0.055486838588729798,23.142
0.5,4,OFA_fixed,5000,0.10012167078942645,0.00022025996315533949,0.050030408450617923,23.142
